interaction,directionality,classification,modulatory_effect,interactor1,interactor2,cell1,cell2
FGF20 -> FGFR3,Ligand-Receptor,Signaling by Fibroblast growth factor,,FGF20,FGFR3,STRIATUM_2,STRIATUM_1
FGF20 -> FGFR3,Ligand-Receptor,Signaling by Fibroblast growth factor,,FGF20,FGFR3,STRIATUM_2,STRIATUM_1
FGF20 -> FGFR3,Ligand-Receptor,Signaling by Fibroblast growth factor,,FGF20,FGFR3,STRIATUM_2,STRIATUM_1
VCL -> ALK,,,,VCL,ALK,STRIATUM_2,STRIATUM_1
VCL -> ALK,,,,VCL,ALK,STRIATUM_2,STRIATUM_1
VCL -> ALK,,,,VCL,ALK,STRIATUM_2,STRIATUM_1
VCL -> ALK,,,,VCL,ALK,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA7,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA7,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA5,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA5,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
EFNA2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNA2,EPHA4,STRIATUM_2,STRIATUM_1
LGALS1 -> ITGB1,,,,LGALS1,ITGB1,STRIATUM_2,STRIATUM_1
TIMP1 -> CD63,,,,TIMP1,CD63,STRIATUM_2,STRIATUM_1
TIMP1 -> CD63,,,,TIMP1,CD63,STRIATUM_2,STRIATUM_1
TIMP1 -> CD63,,,,TIMP1,CD63,STRIATUM_2,STRIATUM_1
TIMP1 -> CD63,,,,TIMP1,CD63,STRIATUM_2,STRIATUM_1
MMP2 -> PECAM1,,,,MMP2,PECAM1,STRIATUM_2,STRIATUM_1
MMP2 -> FGFR1,,,,MMP2,FGFR1,STRIATUM_2,STRIATUM_1
TGFB1 -> EGFR,,,,TGFB1,EGFR,STRIATUM_2,STRIATUM_1
TGFB1 -> SMAD3,,,,TGFB1,SMAD3,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR2,,,,TGFB1,TGFBR2,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR2,,,,TGFB1,TGFBR2,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR2,,,,TGFB1,TGFBR2,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR2,,,,TGFB1,TGFBR2,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR1,,,,TGFB1,TGFBR1,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR1,,,,TGFB1,TGFBR1,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR1,,,,TGFB1,TGFBR1,STRIATUM_2,STRIATUM_1
TGFB1 -> TGFBR1,,,,TGFB1,TGFBR1,STRIATUM_2,STRIATUM_1
TGFB1 -> ITGAV,,,,TGFB1,ITGAV,STRIATUM_2,STRIATUM_1
TGFB1 -> ITGB1,,,,TGFB1,ITGB1,STRIATUM_2,STRIATUM_1
TGFB1 -> ITGB1,,,,TGFB1,ITGB1,STRIATUM_2,STRIATUM_1
TGFB1 -> ITGB1,,,,TGFB1,ITGB1,STRIATUM_2,STRIATUM_1
TGFB1 -> ITGB1,,,,TGFB1,ITGB1,STRIATUM_2,STRIATUM_1
TGFB1 -> ITGB8,,,,TGFB1,ITGB8,STRIATUM_2,STRIATUM_1
TGFB1 -> ITGB8,,,,TGFB1,ITGB8,STRIATUM_2,STRIATUM_1
TGFB1 -> ITGB8,,,,TGFB1,ITGB8,STRIATUM_2,STRIATUM_1
TGFB1 -> ITGB8,,,,TGFB1,ITGB8,STRIATUM_2,STRIATUM_1
LAMB1 -> ITGAV,,,,LAMB1,ITGAV,STRIATUM_2,STRIATUM_1
LAMB1 -> ITGB1,,,,LAMB1,ITGB1,STRIATUM_2,STRIATUM_1
LAMB1 -> ITGB1,,,,LAMB1,ITGB1,STRIATUM_2,STRIATUM_1
LAMB1 -> ITGB1,,,,LAMB1,ITGB1,STRIATUM_2,STRIATUM_1
LAMB1 -> ITGB1,,,,LAMB1,ITGB1,STRIATUM_2,STRIATUM_1
LAMB1 -> ITGA6,,,,LAMB1,ITGA6,STRIATUM_2,STRIATUM_1
LAMB1 -> ITGA6,,,,LAMB1,ITGA6,STRIATUM_2,STRIATUM_1
LAMB1 -> ITGA6,,,,LAMB1,ITGA6,STRIATUM_2,STRIATUM_1
LAMB1 -> ITGA6,,,,LAMB1,ITGA6,STRIATUM_2,STRIATUM_1
LAMB1 -> ITGA1,,,,LAMB1,ITGA1,STRIATUM_2,STRIATUM_1
LAMB1 -> ITGA2,,,,LAMB1,ITGA2,STRIATUM_2,STRIATUM_1
PON2 -> HTR2A,,,,PON2,HTR2A,STRIATUM_2,STRIATUM_1
PON2 -> HTR2A,,,,PON2,HTR2A,STRIATUM_2,STRIATUM_1
PON2 -> HTR2A,,,,PON2,HTR2A,STRIATUM_2,STRIATUM_1
PON2 -> HTR2A,,,,PON2,HTR2A,STRIATUM_2,STRIATUM_1
PDAP1 -> PDGFRB,,,,PDAP1,PDGFRB,STRIATUM_2,STRIATUM_1
LAMA4 -> ITGA6,,,,LAMA4,ITGA6,STRIATUM_2,STRIATUM_1
LAMA4 -> ITGAV,,,,LAMA4,ITGAV,STRIATUM_2,STRIATUM_1
LAMA4 -> ITGB1,,,,LAMA4,ITGB1,STRIATUM_2,STRIATUM_1
LAMA4 -> ITGB1,,,,LAMA4,ITGB1,STRIATUM_2,STRIATUM_1
LAMA4 -> ITGB1,,,,LAMA4,ITGB1,STRIATUM_2,STRIATUM_1
LAMA4 -> ITGB1,,,,LAMA4,ITGB1,STRIATUM_2,STRIATUM_1
TFPI -> VLDLR,,,,TFPI,VLDLR,STRIATUM_2,STRIATUM_1
CD160 -> TNFRSF14,Adhesion-Adhesion,Signaling by Tumor necrosis factor,,CD160,TNFRSF14,STRIATUM_2,STRIATUM_1
CD160 -> TNFRSF14,Adhesion-Adhesion,Signaling by Tumor necrosis factor,,CD160,TNFRSF14,STRIATUM_2,STRIATUM_1
CD160 -> TNFRSF14,Adhesion-Adhesion,Signaling by Tumor necrosis factor,,CD160,TNFRSF14,STRIATUM_2,STRIATUM_1
CD160 -> TNFRSF14,Adhesion-Adhesion,Signaling by Tumor necrosis factor,,CD160,TNFRSF14,STRIATUM_2,STRIATUM_1
CD160 -> TNFRSF14,Adhesion-Adhesion,Signaling by Tumor necrosis factor,,CD160,TNFRSF14,STRIATUM_2,STRIATUM_1
CD160 -> TNFRSF14,Adhesion-Adhesion,Signaling by Tumor necrosis factor,,CD160,TNFRSF14,STRIATUM_2,STRIATUM_1
CD160 -> TNFRSF14,Adhesion-Adhesion,Signaling by Tumor necrosis factor,,CD160,TNFRSF14,STRIATUM_2,STRIATUM_1
CD160 -> TNFRSF14,Adhesion-Adhesion,Signaling by Tumor necrosis factor,,CD160,TNFRSF14,STRIATUM_2,STRIATUM_1
TGFB3 -> ITGB1,,,,TGFB3,ITGB1,STRIATUM_2,STRIATUM_1
TGFB3 -> TGFBR2,,,,TGFB3,TGFBR2,STRIATUM_2,STRIATUM_1
TGFB3 -> TGFBR2,,,,TGFB3,TGFBR2,STRIATUM_2,STRIATUM_1
TGFB3 -> TGFBR2,,,,TGFB3,TGFBR2,STRIATUM_2,STRIATUM_1
TGFB3 -> TGFBR2,,,,TGFB3,TGFBR2,STRIATUM_2,STRIATUM_1
TGFB3 -> TGFBR1,,,,TGFB3,TGFBR1,STRIATUM_2,STRIATUM_1
TGFB3 -> TGFBR1,,,,TGFB3,TGFBR1,STRIATUM_2,STRIATUM_1
TGFB3 -> TGFBR1,,,,TGFB3,TGFBR1,STRIATUM_2,STRIATUM_1
TGFB3 -> TGFBR1,,,,TGFB3,TGFBR1,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB6,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB6,STRIATUM_2,STRIATUM_1
EFNB2 -> PECAM1,,,,EFNB2,PECAM1,STRIATUM_2,STRIATUM_1
EFNB2 -> RHBDL2,,,,EFNB2,RHBDL2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHB2,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHB2,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
EFNB2 -> EPHA4,Ligand-Receptor,Signaling by Ephrin,,EFNB2,EPHA4,STRIATUM_2,STRIATUM_1
LMAN1 -> MCFD2,,,,LMAN1,MCFD2,STRIATUM_2,STRIATUM_1
LMAN1 -> MCFD2,,,,LMAN1,MCFD2,STRIATUM_2,STRIATUM_1
LMAN1 -> MCFD2,,,,LMAN1,MCFD2,STRIATUM_2,STRIATUM_1
LMAN1 -> MCFD2,,,,LMAN1,MCFD2,STRIATUM_2,STRIATUM_1
APOE -> LRP6,,,,APOE,LRP6,STRIATUM_2,STRIATUM_1
APOE -> LRP6,,,,APOE,LRP6,STRIATUM_2,STRIATUM_1
APOE -> LRP6,,,,APOE,LRP6,STRIATUM_2,STRIATUM_1
APOE -> LRP6,,,,APOE,LRP6,STRIATUM_2,STRIATUM_1
APOE -> VLDLR,,,,APOE,VLDLR,STRIATUM_2,STRIATUM_1
APOE -> VLDLR,,,,APOE,VLDLR,STRIATUM_2,STRIATUM_1
APOE -> VLDLR,,,,APOE,VLDLR,STRIATUM_2,STRIATUM_1
APOE -> VLDLR,,,,APOE,VLDLR,STRIATUM_2,STRIATUM_1
APOE -> LRP5,,,,APOE,LRP5,STRIATUM_2,STRIATUM_1
APOE -> LRP5,,,,APOE,LRP5,STRIATUM_2,STRIATUM_1
APOE -> LRP5,,,,APOE,LRP5,STRIATUM_2,STRIATUM_1
APOE -> LRP5,,,,APOE,LRP5,STRIATUM_2,STRIATUM_1
APOE -> SORL1,,,,APOE,SORL1,STRIATUM_2,STRIATUM_1
APOE -> SORL1,,,,APOE,SORL1,STRIATUM_2,STRIATUM_1
APOE -> SORL1,,,,APOE,SORL1,STRIATUM_2,STRIATUM_1
APOE -> SORL1,,,,APOE,SORL1,STRIATUM_2,STRIATUM_1
APOE -> ABCA1,,,,APOE,ABCA1,STRIATUM_2,STRIATUM_1
APOE -> ABCA1,,,,APOE,ABCA1,STRIATUM_2,STRIATUM_1
APOE -> ABCA1,,,,APOE,ABCA1,STRIATUM_2,STRIATUM_1
APOE -> ABCA1,,,,APOE,ABCA1,STRIATUM_2,STRIATUM_1
APOE -> SCARB1,,,,APOE,SCARB1,STRIATUM_2,STRIATUM_1
APOE -> SCARB1,,,,APOE,SCARB1,STRIATUM_2,STRIATUM_1
APOE -> SCARB1,,,,APOE,SCARB1,STRIATUM_2,STRIATUM_1
APOE -> SCARB1,,,,APOE,SCARB1,STRIATUM_2,STRIATUM_1
JAG1 -> CD46,Ligand-Receptor,,,JAG1,CD46,STRIATUM_2,STRIATUM_1
JAG1 -> CD46,Ligand-Receptor,,,JAG1,CD46,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR2B,,,,GDF11,ACVR2B,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR2B,,,,GDF11,ACVR2B,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR2B,,,,GDF11,ACVR2B,STRIATUM_2,STRIATUM_1
GDF11 -> ACVR2B,,,,GDF11,ACVR2B,STRIATUM_2,STRIATUM_1
GDF11 -> BMPR2,,,,GDF11,BMPR2,STRIATUM_2,STRIATUM_1
GDF11 -> BMPR1A,,,,GDF11,BMPR1A,STRIATUM_2,STRIATUM_1
LAMC1 -> ITGA6,,,,LAMC1,ITGA6,STRIATUM_2,STRIATUM_1
LAMC1 -> ITGA1,,,,LAMC1,ITGA1,STRIATUM_2,STRIATUM_1
LAMC1 -> ITGAV,,,,LAMC1,ITGAV,STRIATUM_2,STRIATUM_1
LAMC1 -> ITGB1,,,,LAMC1,ITGB1,STRIATUM_2,STRIATUM_1
LAMC1 -> ITGA2,,,,LAMC1,ITGA2,STRIATUM_2,STRIATUM_1
ADAM10 -> GPNMB,,,,ADAM10,GPNMB,STRIATUM_2,STRIATUM_1
ADAM10 -> GPNMB,,,,ADAM10,GPNMB,STRIATUM_2,STRIATUM_1
ADAM10 -> GPNMB,,,,ADAM10,GPNMB,STRIATUM_2,STRIATUM_1
ADAM10 -> GPNMB,,,,ADAM10,GPNMB,STRIATUM_2,STRIATUM_1
ADAM10 -> TSPAN5,,,,ADAM10,TSPAN5,STRIATUM_2,STRIATUM_1
ADAM10 -> TSPAN5,,,,ADAM10,TSPAN5,STRIATUM_2,STRIATUM_1
ADAM10 -> TSPAN5,,,,ADAM10,TSPAN5,STRIATUM_2,STRIATUM_1
ADAM10 -> TSPAN5,,,,ADAM10,TSPAN5,STRIATUM_2,STRIATUM_1
ADAM10 -> NRCAM,,,,ADAM10,NRCAM,STRIATUM_2,STRIATUM_1
CNTN3 -> PTPRG,,,,CNTN3,PTPRG,STRIATUM_2,STRIATUM_1
NID1 -> ITGB1,,,,NID1,ITGB1,STRIATUM_2,STRIATUM_1
NID1 -> COL13A1,,,,NID1,COL13A1,STRIATUM_2,STRIATUM_1
NID1 -> PTPRF,,,,NID1,C18orf54,STRIATUM_2,STRIATUM_1
NMU -> GRM7,,,,NMU,GRM7,STRIATUM_2,STRIATUM_1
VCAN -> EGFR,,,,VCAN,EGFR,STRIATUM_2,STRIATUM_1
VCAN -> EGFR,,,,VCAN,EGFR,STRIATUM_2,STRIATUM_1
VCAN -> EGFR,,,,VCAN,EGFR,STRIATUM_2,STRIATUM_1
VCAN -> EGFR,,,,VCAN,EGFR,STRIATUM_2,STRIATUM_1
VCAN -> ITGB1,,,,VCAN,ITGB1,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP1,,,,SEMA3C,NRP1,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP1,,,,SEMA3C,NRP1,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP1,,,,SEMA3C,NRP1,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP1,,,,SEMA3C,NRP1,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SEMA3C -> NRP2,Ligand-Receptor,Signaling by Semaphorin,,SEMA3C,NRP2,STRIATUM_2,STRIATUM_1
SLIT1 -> FLRT3,,,,SLIT1,FLRT3,STRIATUM_2,STRIATUM_1
SLIT1 -> FLRT3,,,,SLIT1,FLRT3,STRIATUM_2,STRIATUM_1
SLIT1 -> FLRT3,,,,SLIT1,FLRT3,STRIATUM_2,STRIATUM_1
SLIT1 -> FLRT3,,,,SLIT1,FLRT3,STRIATUM_2,STRIATUM_1
FGF7 -> FGFR1,,,,FGF7,FGFR1,STRIATUM_2,STRIATUM_1
FGF7 -> FGFR1,,,,FGF7,FGFR1,STRIATUM_2,STRIATUM_1
FGF7 -> FGFR1,,,,FGF7,FGFR1,STRIATUM_2,STRIATUM_1
FGF7 -> FGFR1,,,,FGF7,FGFR1,STRIATUM_2,STRIATUM_1
FGF7 -> FGFR3,,,,FGF7,FGFR3,STRIATUM_2,STRIATUM_1
FGF7 -> FGFR3,,,,FGF7,FGFR3,STRIATUM_2,STRIATUM_1
FGF7 -> FGFR3,,,,FGF7,FGFR3,STRIATUM_2,STRIATUM_1
FGF7 -> FGFR3,,,,FGF7,FGFR3,STRIATUM_2,STRIATUM_1
CALM2 -> EGFR,,,,CALM2,EGFR,STRIATUM_2,STRIATUM_1
CALM2 -> KCNQ5,,,,CALM2,KCNQ5,STRIATUM_2,STRIATUM_1
CALM2 -> GRM7,,,,CALM2,GRM7,STRIATUM_2,STRIATUM_1
CALM2 -> GRM7,,,,CALM2,GRM7,STRIATUM_2,STRIATUM_1
CALM2 -> GRM7,,,,CALM2,GRM7,STRIATUM_2,STRIATUM_1
CALM2 -> GRM7,,,,CALM2,GRM7,STRIATUM_2,STRIATUM_1
CALM2 -> MYLK,,,,CALM2,MYLK,STRIATUM_2,STRIATUM_1
CALM2 -> MYLK,,,,CALM2,MYLK,STRIATUM_2,STRIATUM_1
CALM2 -> MYLK,,,,CALM2,MYLK,STRIATUM_2,STRIATUM_1
CALM2 -> MYLK,,,,CALM2,MYLK,STRIATUM_2,STRIATUM_1
CALM2 -> PDE1A,,,,CALM2,PDE1A,STRIATUM_2,STRIATUM_1
CALM2 -> INSR,,,,CALM2,INSR,STRIATUM_2,STRIATUM_1
MEGF10 -> ABCA1,,,,MEGF10,ABCA1,STRIATUM_2,STRIATUM_1
LIN7C -> ABCA1,,,,LIN7C,ABCA1,STRIATUM_2,STRIATUM_1
LIN7C -> ABCA1,,,,LIN7C,ABCA1,STRIATUM_2,STRIATUM_1
LIN7C -> ABCA1,,,,LIN7C,ABCA1,STRIATUM_2,STRIATUM_1
LIN7C -> ABCA1,,,,LIN7C,ABCA1,STRIATUM_2,STRIATUM_1
APP -> VLDLR,,,,APP,VLDLR,STRIATUM_2,STRIATUM_1
APP -> VLDLR,,,,APP,VLDLR,STRIATUM_2,STRIATUM_1
APP -> VLDLR,,,,APP,VLDLR,STRIATUM_2,STRIATUM_1
APP -> VLDLR,,,,APP,VLDLR,STRIATUM_2,STRIATUM_1
APP -> GRM7,,,,APP,GRM7,STRIATUM_2,STRIATUM_1
APP -> LRP10,,,,APP,LRP10,STRIATUM_2,STRIATUM_1
APP -> LRP10,,,,APP,LRP10,STRIATUM_2,STRIATUM_1
APP -> LRP10,,,,APP,LRP10,STRIATUM_2,STRIATUM_1
APP -> LRP10,,,,APP,LRP10,STRIATUM_2,STRIATUM_1
APP -> NCSTN,,,,APP,NCSTN,STRIATUM_2,STRIATUM_1
APP -> NCSTN,,,,APP,NCSTN,STRIATUM_2,STRIATUM_1
APP -> NCSTN,,,,APP,NCSTN,STRIATUM_2,STRIATUM_1
APP -> NCSTN,,,,APP,NCSTN,STRIATUM_2,STRIATUM_1
CALM3 -> KCNQ5,,,,CALM3,KCNQ5,STRIATUM_2,STRIATUM_1
CALM3 -> ESR1,,,,CALM3,ESR1,STRIATUM_2,STRIATUM_1
CALM3 -> GRM7,,,,CALM3,GRM7,STRIATUM_2,STRIATUM_1
CALM3 -> GRM7,,,,CALM3,GRM7,STRIATUM_2,STRIATUM_1
CALM3 -> GRM7,,,,CALM3,GRM7,STRIATUM_2,STRIATUM_1
CALM3 -> GRM7,,,,CALM3,GRM7,STRIATUM_2,STRIATUM_1
CALM3 -> MYLK,,,,CALM3,MYLK,STRIATUM_2,STRIATUM_1
CALM3 -> MYLK,,,,CALM3,MYLK,STRIATUM_2,STRIATUM_1
CALM3 -> MYLK,,,,CALM3,MYLK,STRIATUM_2,STRIATUM_1
CALM3 -> MYLK,,,,CALM3,MYLK,STRIATUM_2,STRIATUM_1
CALM3 -> PDE1A,,,,CALM3,PDE1A,STRIATUM_2,STRIATUM_1
CALM3 -> INSR,,,,CALM3,INSR,STRIATUM_2,STRIATUM_1
CALM3 -> RYR2,,,,CALM3,RYR2,STRIATUM_2,STRIATUM_1
S100B -> ALCAM,,,,S100B,ALCAM,STRIATUM_2,STRIATUM_1
S100B -> ALCAM,,,,S100B,ALCAM,STRIATUM_2,STRIATUM_1
S100B -> ALCAM,,,,S100B,ALCAM,STRIATUM_2,STRIATUM_1
S100B -> ALCAM,,,,S100B,ALCAM,STRIATUM_2,STRIATUM_1
SHANK1 -> ABCA1,,,,SHANK1,ABCA1,STRIATUM_2,STRIATUM_1
SHANK1 -> SSTR2,,,,SHANK1,SSTR2,STRIATUM_2,STRIATUM_1
SHANK1 -> ADGRL1,,,,SHANK1,ADGRL1,STRIATUM_2,STRIATUM_1
COL6A3 -> ITGB1,,,,COL6A3,ITGB1,STRIATUM_2,STRIATUM_1
COL6A3 -> ITGA2,,,,COL6A3,ITGA2,STRIATUM_2,STRIATUM_1
LIPH -> LPAR1,,,,LIPH,LPAR1,STRIATUM_2,STRIATUM_1
LIPH -> LPAR1,,,,LIPH,LPAR1,STRIATUM_2,STRIATUM_1
LIPH -> LPAR1,,,,LIPH,LPAR1,STRIATUM_2,STRIATUM_1
LIPH -> LPAR1,,,,LIPH,LPAR1,STRIATUM_2,STRIATUM_1
COL1A2 -> ITGB1,,,,COL1A2,ITGB1,STRIATUM_2,STRIATUM_1
COL1A2 -> ITGB1,,,,COL1A2,ITGB1,STRIATUM_2,STRIATUM_1
COL1A2 -> ITGB1,,,,COL1A2,ITGB1,STRIATUM_2,STRIATUM_1
COL1A2 -> ITGB1,,,,COL1A2,ITGB1,STRIATUM_2,STRIATUM_1
VEGFD -> ITGB1,,,,VEGFD,ITGB1,STRIATUM_2,STRIATUM_1
VEGFD -> NRP2,,,,VEGFD,NRP2,STRIATUM_2,STRIATUM_1
VEGFD -> NRP2,,,,VEGFD,NRP2,STRIATUM_2,STRIATUM_1
VEGFD -> NRP2,,,,VEGFD,NRP2,STRIATUM_2,STRIATUM_1
VEGFD -> NRP2,,,,VEGFD,NRP2,STRIATUM_2,STRIATUM_1
ARF6 -> SMAP1,,,,ARF6,SMAP1,STRIATUM_2,STRIATUM_1
JAM3 -> ITGB1,,,,JAM3,ITGB1,STRIATUM_2,STRIATUM_1
JAM3 -> ITGB1,,,,JAM3,ITGB1,STRIATUM_2,STRIATUM_1
JAM3 -> ITGB1,,,,JAM3,ITGB1,STRIATUM_2,STRIATUM_1
JAM3 -> ITGB1,,,,JAM3,ITGB1,STRIATUM_2,STRIATUM_1
COL6A2 -> ITGB1,,,,COL6A2,ITGB1,STRIATUM_2,STRIATUM_1
